2959.png	camera with flash	📸️	\U0001F4F8\U0000FE0F	U+1F4F8	camera with flash
2960.png	video camera	📹️	\U0001F4F9\U0000FE0F	U+1F4F9	video camera
2961.png	videocassette	📼️	\U0001F4FC\U0000FE0F	U+1F4FC	videocassette
2962.png	magnifying glass tilted left	🔍️	\U0001F50D\U0000FE0F	U+1F50D	magnifying glass tilted left
2963.png	magnifying glass tilted right	🔎️	\U0001F50E\U0000FE0F	U+1F50E	magnifying glass tilted right
2964.png	candle	🕯️	\U0001F56F\U0000FE0F	U+1F56F	candle
2965.png	light bulb	💡️	\U0001F4A1\U0000FE0F	U+1F4A1	light bulb
2966.png	flashlight	🔦️	\U0001F526\U0000FE0F	U+1F526	flashlight
2967.png	red paper lantern	🏮️	\U0001F3EE\U0000FE0F	U+1F3EE	red paper lantern
2968.png	diya lamp	🪔️	\U0001FA94\U0000FE0F	U+1FA94	diya lamp
2969.png	notebook with decorative cover	📔️	\U0001F4D4\U0000FE0F	U+1F4D4	notebook with decorative cover
2970.png	closed book	📕️	\U0001F4D5\U0000FE0F	U+1F4D5	closed book
2971.png	open book	📖️	\U0001F4D6\U0000FE0F	U+1F4D6	open book
2972.png	green book	📗️	\U0001F4D7\U0000FE0F	U+1F4D7	green book
2973.png	blue book	📘️	\U0001F4D8\U0000FE0F	U+1F4D8	blue book
2974.png	orange book	📙️	\U0001F4D9\U0000FE0F	U+1F4D9	orange book
2975.png	books	📚️	\U0001F4DA\U0000FE0F	U+1F4DA	books
2976.png	notebook	📓️	\U0001F4D3\U0000FE0F	U+1F4D3	notebook
2977.png	ledger	📒️	\U0001F4D2\U0000FE0F	U+1F4D2	ledger
2978.png	page with curl	📃️	\U0001F4C3\U0000FE0F	U+1F4C3	page with curl
2979.png	scroll	📜️	\U0001F4DC\U0000FE0F	U+1F4DC	scroll
2980.png	page facing up	📄️	\U0001F4C4\U0000FE0F	U+1F4C4	page facing up
2981.png	newspaper	📰️	\U0001F4F0\U0000FE0F	U+1F4F0	newspaper
2982.png	rolled-up newspaper	🗞️	\U0001F5DE\U0000FE0F	U+1F5DE	rolled-up newspaper
2983.png	bookmark tabs	📑️	\U0001F4D1\U0000FE0F	U+1F4D1	bookmark tabs
2984.png	bookmark	🔖️	\U0001F516\U0000FE0F	U+1F516	bookmark
2985.png	label	🏷️	\U0001F3F7\U0000FE0F	U+1F3F7	label
2986.png	money bag	💰️	\U0001F4B0\U0000FE0F	U+1F4B0	money bag
2987.png	coin	🪙️	\U0001FA99\U0000FE0F	U+1FA99	coin
2988.png	yen banknote	💴️	\U0001F4B4\U0000FE0F	U+1F4B4	yen banknote
2989.png	dollar banknote	💵️	\U0001F4B5\U0000FE0F	U+1F4B5	dollar banknote
2990.png	euro banknote	💶️	\U0001F4B6\U0000FE0F	U+1F4B6	euro banknote
2991.png	pound banknote	💷️	\U0001F4B7\U0000FE0F	U+1F4B7	pound banknote
2992.png	money with wings	💸️	\U0001F4B8\U0000FE0F	U+1F4B8	money with wings
2993.png	credit card	💳️	\U0001F4B3\U0000FE0F	U+1F4B3	credit card
2994.png	receipt	🧾️	\U0001F9FE\U0000FE0F	U+1F9FE	receipt
2995.png	chart increasing with yen	💹️	\U0001F4B9\U0000FE0F	U+1F4B9	chart increasing with yen
2996.png	envelope	✉️	\U00002709\U0000FE0F	U+2709	envelope
2997.png	e-mail	📧️	\U0001F4E7\U0000FE0F	U+1F4E7	e-mail
2998.png	incoming envelope	📨️	\U0001F4E8\U0000FE0F	U+1F4E8	incoming envelope
2999.png	envelope with arrow	📩️	\U0001F4E9\U0000FE0F	U+1F4E9	envelope with arrow
3000.png	outbox tray	📤️	\U0001F4E4\U0000FE0F	U+1F4E4	outbox tray
3001.png	inbox tray	📥️	\U0001F4E5\U0000FE0F	U+1F4E5	inbox tray
3002.png	package	📦️	\U0001F4E6\U0000FE0F	U+1F4E6	package
3003.png	closed mailbox with raised flag	📫️	\U0001F4EB\U0000FE0F	U+1F4EB	closed mailbox with raised flag
3004.png	closed mailbox with lowered flag	📪️	\U0001F4EA\U0000FE0F	U+1F4EA	closed mailbox with lowered flag
3005.png	open mailbox with raised flag	📬️	\U0001F4EC\U0000FE0F	U+1F4EC	open mailbox with raised flag
3006.png	open mailbox with lowered flag	📭️	\U0001F4ED\U0000FE0F	U+1F4ED	open mailbox with lowered flag
3007.png	postbox	📮️	\U0001F4EE\U0000FE0F	U+1F4EE	postbox
3008.png	ballot box with ballot	🗳️	\U0001F5F3\U0000FE0F	U+1F5F3	ballot box with ballot
3009.png	pencil	✏️	\U0000270F\U0000FE0F	U+270F	pencil
3010.png	black nib	✒️	\U00002712\U0000FE0F	U+2712	black nib
3011.png	fountain pen	🖋️	\U0001F58B\U0000FE0F	U+1F58B	fountain pen
3012.png	pen	🖊️	\U0001F58A\U0000FE0F	U+1F58A	pen
3013.png	paintbrush	🖌️	\U0001F58C\U0000FE0F	U+1F58C	paintbrush
3014.png	crayon	🖍️	\U0001F58D\U0000FE0F	U+1F58D	crayon
3015.png	memo	📝️	\U0001F4DD\U0000FE0F	U+1F4DD	memo
3016.png	briefcase	💼️	\U0001F4BC\U0000FE0F	U+1F4BC	briefcase
3017.png	file folder	📁️	\U0001F4C1\U0000FE0F	U+1F4C1	file folder
3018.png	open file folder	📂️	\U0001F4C2\U0000FE0F	U+1F4C2	open file folder
3019.png	card index dividers	🗂️	\U0001F5C2\U0000FE0F	U+1F5C2	card index dividers
3020.png	calendar	📅️	\U0001F4C5\U0000FE0F	U+1F4C5	calendar
3021.png	tear-off calendar	📆️	\U0001F4C6\U0000FE0F	U+1F4C6	tear-off calendar
3022.png	spiral notepad	🗒️	\U0001F5D2\U0000FE0F	U+1F5D2	spiral notepad
3023.png	spiral calendar	🗓️	\U0001F5D3\U0000FE0F	U+1F5D3	spiral calendar
3024.png	card index	📇️	\U0001F4C7\U0000FE0F	U+1F4C7	card index
3025.png	chart increasing	📈️	\U0001F4C8\U0000FE0F	U+1F4C8	chart increasing
3026.png	chart decreasing	📉️	\U0001F4C9\U0000FE0F	U+1F4C9	chart decreasing
3027.png	bar chart	📊️	\U0001F4CA\U0000FE0F	U+1F4CA	bar chart
3028.png	clipboard	📋️	\U0001F4CB\U0000FE0F	U+1F4CB	clipboard
3029.png	pushpin	📌️	\U0001F4CC\U0000FE0F	U+1F4CC	pushpin
3030.png	round pushpin	📍️	\U0001F4CD\U0000FE0F	U+1F4CD	round pushpin
3031.png	paperclip	📎️	\U0001F4CE\U0000FE0F	U+1F4CE	paperclip
3032.png	linked paperclips	🖇️	\U0001F587\U0000FE0F	U+1F587	linked paperclips
3033.png	straight ruler	📏️	\U0001F4CF\U0000FE0F	U+1F4CF	straight ruler
3034.png	triangular ruler	📐️	\U0001F4D0\U0000FE0F	U+1F4D0	triangular ruler
3035.png	scissors	✂️	\U00002702\U0000FE0F	U+2702	scissors
3036.png	card file box	🗃️	\U0001F5C3\U0000FE0F	U+1F5C3	card file box
3037.png	file cabinet	🗄️	\U0001F5C4\U0000FE0F	U+1F5C4	file cabinet
3038.png	wastebasket	🗑️	\U0001F5D1\U0000FE0F	U+1F5D1	wastebasket
3039.png	locked	🔒️	\U0001F512\U0000FE0F	U+1F512	locked
3040.png	unlocked	🔓️	\U0001F513\U0000FE0F	U+1F513	unlocked
3041.png	locked with pen	🔏️	\U0001F50F\U0000FE0F	U+1F50F	locked with pen
3042.png	locked with key	🔐️	\U0001F510\U0000FE0F	U+1F510	locked with key
3043.png	key	🔑️	\U0001F511\U0000FE0F	U+1F511	key
3044.png	old key	🗝️	\U0001F5DD\U0000FE0F	U+1F5DD	old key
3045.png	hammer	🔨️	\U0001F528\U0000FE0F	U+1F528	hammer
3046.png	axe	🪓️	\U0001FA93\U0000FE0F	U+1FA93	axe
3047.png	pick	⛏️	\U000026CF\U0000FE0F	U+26CF	pick
3048.png	hammer and pick	⚒️	\U00002692\U0000FE0F	U+2692	hammer and pick
3049.png	hammer and wrench	🛠️	\U0001F6E0\U0000FE0F	U+1F6E0	hammer and wrench
3050.png	dagger	🗡️	\U0001F5E1\U0000FE0F	U+1F5E1	dagger
3051.png	crossed swords	⚔️	\U00002694\U0000FE0F	U+2694	crossed swords
3052.png	water pistol	🔫️	\U0001F52B\U0000FE0F	U+1F52B	water pistol
3053.png	boomerang	🪃️	\U0001FA83\U0000FE0F	U+1FA83	boomerang
3054.png	bow and arrow	🏹️	\U0001F3F9\U0000FE0F	U+1F3F9	bow and arrow
3055.png	shield	🛡️	\U0001F6E1\U0000FE0F	U+1F6E1	shield
3056.png	carpentry saw	🪚️	\U0001FA9A\U0000FE0F	U+1FA9A	carpentry saw
3057.png	wrench	🔧️	\U0001F527\U0000FE0F	U+1F527	wrench
3058.png	screwdriver	🪛️	\U0001FA9B\U0000FE0F	U+1FA9B	screwdriver
3059.png	nut and bolt	🔩️	\U0001F529\U0000FE0F	U+1F529	nut and bolt
3060.png	gear	⚙️	\U00002699\U0000FE0F	U+2699	gear
3061.png	clamp	🗜️	\U0001F5DC\U0000FE0F	U+1F5DC	clamp
3062.png	balance scale	⚖️	\U00002696\U0000FE0F	U+2696	balance scale
3063.png	white cane	🦯️	\U0001F9AF\U0000FE0F	U+1F9AF	white cane
3064.png	link	🔗️	\U0001F517\U0000FE0F	U+1F517	link
3065.png	chains	⛓️	\U000026D3\U0000FE0F	U+26D3	chains
3066.png	hook	🪝️	\U0001FA9D\U0000FE0F	U+1FA9D	hook
3067.png	toolbox	🧰️	\U0001F9F0\U0000FE0F	U+1F9F0	toolbox
3068.png	magnet	🧲️	\U0001F9F2\U0000FE0F	U+1F9F2	magnet
3069.png	ladder	🪜️	\U0001FA9C\U0000FE0F	U+1FA9C	ladder
3070.png	alembic	⚗️	\U00002697\U0000FE0F	U+2697	alembic
3071.png	test tube	🧪️	\U0001F9EA\U0000FE0F	U+1F9EA	test tube
3072.png	petri dish	🧫️	\U0001F9EB\U0000FE0F	U+1F9EB	petri dish
3073.png	dna	🧬️	\U0001F9EC\U0000FE0F	U+1F9EC	dna
3074.png	microscope	🔬️	\U0001F52C\U0000FE0F	U+1F52C	microscope
3075.png	telescope	🔭️	\U0001F52D\U0000FE0F	U+1F52D	telescope
3076.png	satellite antenna	📡️	\U0001F4E1\U0000FE0F	U+1F4E1	satellite antenna
3077.png	syringe	💉️	\U0001F489\U0000FE0F	U+1F489	syringe
3078.png	drop of blood	🩸️	\U0001FA78\U0000FE0F	U+1FA78	drop of blood
3079.png	pill	💊️	\U0001F48A\U0000FE0F	U+1F48A	pill
3080.png	adhesive bandage	🩹️	\U0001FA79\U0000FE0F	U+1FA79	adhesive bandage
3081.png	stethoscope	🩺️	\U0001FA7A\U0000FE0F	U+1FA7A	stethoscope
3082.png	door	🚪️	\U0001F6AA\U0000FE0F	U+1F6AA	door
3083.png	elevator	🛗️	\U0001F6D7\U0000FE0F	U+1F6D7	elevator
3084.png	mirror	🪞️	\U0001FA9E\U0000FE0F	U+1FA9E	mirror
3085.png	window	🪟️	\U0001FA9F\U0000FE0F	U+1FA9F	window
3086.png	bed	🛏️	\U0001F6CF\U0000FE0F	U+1F6CF	bed
3087.png	couch and lamp	🛋️	\U0001F6CB\U0000FE0F	U+1F6CB	couch and lamp
3088.png	chair	🪑️	\U0001FA91\U0000FE0F	U+1FA91	chair
3089.png	toilet	🚽️	\U0001F6BD\U0000FE0F	U+1F6BD	toilet
3090.png	plunger	🪠️	\U0001FAA0\U0000FE0F	U+1FAA0	plunger
3091.png	shower	🚿️	\U0001F6BF\U0000FE0F	U+1F6BF	shower
3092.png	bathtub	🛁️	\U0001F6C1\U0000FE0F	U+1F6C1	bathtub
3093.png	mouse trap	🪤️	\U0001FAA4\U0000FE0F	U+1FAA4	mouse trap
3094.png	razor	🪒️	\U0001FA92\U0000FE0F	U+1FA92	razor
3095.png	lotion bottle	🧴️	\U0001F9F4\U0000FE0F	U+1F9F4	lotion bottle
3096.png	safety pin	🧷️	\U0001F9F7\U0000FE0F	U+1F9F7	safety pin
3097.png	broom	🧹️	\U0001F9F9\U0000FE0F	U+1F9F9	broom
3098.png	basket	🧺️	\U0001F9FA\U0000FE0F	U+1F9FA	basket
3099.png	roll of paper	🧻️	\U0001F9FB\U0000FE0F	U+1F9FB	roll of paper
3100.png	bucket	🪣️	\U0001FAA3\U0000FE0F	U+1FAA3	bucket
3101.png	soap	🧼️	\U0001F9FC\U0000FE0F	U+1F9FC	soap
3102.png	toothbrush	🪥️	\U0001FAA5\U0000FE0F	U+1FAA5	toothbrush
3103.png	sponge	🧽️	\U0001F9FD\U0000FE0F	U+1F9FD	sponge
3104.png	fire extinguisher	🧯️	\U0001F9EF\U0000FE0F	U+1F9EF	fire extinguisher
3105.png	shopping cart	🛒️	\U0001F6D2\U0000FE0F	U+1F6D2	shopping cart
3106.png	cigarette	🚬️	\U0001F6AC\U0000FE0F	U+1F6AC	cigarette
3107.png	coffin	⚰️	\U000026B0\U0000FE0F	U+26B0	coffin
3108.png	headstone	🪦️	\U0001FAA6\U0000FE0F	U+1FAA6	headstone
3109.png	funeral urn	⚱️	\U000026B1\U0000FE0F	U+26B1	funeral urn
3110.png	moai	🗿️	\U0001F5FF\U0000FE0F	U+1F5FF	moai
3111.png	placard	🪧️	\U0001FAA7\U0000FE0F	U+1FAA7	placard
3112.png	ATM sign	🏧️	\U0001F3E7\U0000FE0F	U+1F3E7	ATM sign
3113.png	litter in bin sign	🚮️	\U0001F6AE\U0000FE0F	U+1F6AE	litter in bin sign
3114.png	potable water	🚰️	\U0001F6B0\U0000FE0F	U+1F6B0	potable water
3115.png	wheelchair symbol	♿️	\U0000267F\U0000FE0F	U+267F	wheelchair symbol
3116.png	men’s room	🚹️	\U0001F6B9\U0000FE0F	U+1F6B9	men’s room
3117.png	women’s room	🚺️	\U0001F6BA\U0000FE0F	U+1F6BA	women’s room
3118.png	restroom	🚻️	\U0001F6BB\U0000FE0F	U+1F6BB	restroom
3119.png	baby symbol	🚼️	\U0001F6BC\U0000FE0F	U+1F6BC	baby symbol
3120.png	water closet	🚾️	\U0001F6BE\U0000FE0F	U+1F6BE	water closet
3121.png	passport control	🛂️	\U0001F6C2\U0000FE0F	U+1F6C2	passport control
3122.png	customs	🛃️	\U0001F6C3\U0000FE0F	U+1F6C3	customs
3123.png	baggage claim	🛄️	\U0001F6C4\U0000FE0F	U+1F6C4	baggage claim
3124.png	left luggage	🛅️	\U0001F6C5\U0000FE0F	U+1F6C5	left luggage
3125.png	warning	⚠️	\U000026A0\U0000FE0F	U+26A0	warning
3126.png	children crossing	🚸️	\U0001F6B8\U0000FE0F	U+1F6B8	children crossing
3127.png	no entry	⛔️	\U000026D4\U0000FE0F	U+26D4	no entry
3128.png	prohibited	🚫️	\U0001F6AB\U0000FE0F	U+1F6AB	prohibited
3129.png	no bicycles	🚳️	\U0001F6B3\U0000FE0F	U+1F6B3	no bicycles
3130.png	no smoking	🚭️	\U0001F6AD\U0000FE0F	U+1F6AD	no smoking
3131.png	no littering	🚯️	\U0001F6AF\U0000FE0F	U+1F6AF	no littering
3132.png	non-potable water	🚱️	\U0001F6B1\U0000FE0F	U+1F6B1	non-potable water
3133.png	no pedestrians	🚷️	\U0001F6B7\U0000FE0F	U+1F6B7	no pedestrians
3134.png	no mobile phones	📵️	\U0001F4F5\U0000FE0F	U+1F4F5	no mobile phones
3135.png	no one under eighteen	🔞️	\U0001F51E\U0000FE0F	U+1F51E	no one under eighteen
3136.png	radioactive	☢️	\U00002622\U0000FE0F	U+2622	radioactive
3137.png	biohazard	☣️	\U00002623\U0000FE0F	U+2623	biohazard
3138.png	up arrow	⬆️	\U00002B06\U0000FE0F	U+2B06	up arrow
3139.png	up-right arrow	↗️	\U00002197\U0000FE0F	U+2197	up-right arrow
3140.png	right arrow	➡️	\U000027A1\U0000FE0F	U+27A1	right arrow
3141.png	down-right arrow	↘️	\U00002198\U0000FE0F	U+2198	down-right arrow
3142.png	down arrow	⬇️	\U00002B07\U0000FE0F	U+2B07	down arrow
3143.png	down-left arrow	↙️	\U00002199\U0000FE0F	U+2199	down-left arrow
3144.png	left arrow	⬅️	\U00002B05\U0000FE0F	U+2B05	left arrow
3145.png	up-left arrow	↖️	\U00002196\U0000FE0F	U+2196	up-left arrow
3146.png	up-down arrow	↕️	\U00002195\U0000FE0F	U+2195	up-down arrow
3147.png	left-right arrow	↔️	\U00002194\U0000FE0F	U+2194	left-right arrow
3148.png	right arrow curving left	↩️	\U000021A9\U0000FE0F	U+21A9	right arrow curving left
3149.png	left arrow curving right	↪️	\U000021AA\U0000FE0F	U+21AA	left arrow curving right
3150.png	right arrow curving up	⤴️	\U00002934\U0000FE0F	U+2934	right arrow curving up
3151.png	right arrow curving down	⤵️	\U00002935\U0000FE0F	U+2935	right arrow curving down
3152.png	clockwise vertical arrows	🔃️	\U0001F503\U0000FE0F	U+1F503	clockwise vertical arrows
3153.png	counterclockwise arrows button	🔄️	\U0001F504\U0000FE0F	U+1F504	counterclockwise arrows button
3154.png	BACK arrow	🔙️	\U0001F519\U0000FE0F	U+1F519	BACK arrow
3155.png	END arrow	🔚️	\U0001F51A\U0000FE0F	U+1F51A	END arrow
3156.png	ON! arrow	🔛️	\U0001F51B\U0000FE0F	U+1F51B	ON! arrow
3157.png	SOON arrow	🔜️	\U0001F51C\U0000FE0F	U+1F51C	SOON arrow
3158.png	TOP arrow	🔝️	\U0001F51D\U0000FE0F	U+1F51D	TOP arrow
3159.png	place of worship	🛐️	\U0001F6D0\U0000FE0F	U+1F6D0	place of worship
3160.png	atom symbol	⚛️	\U0000269B\U0000FE0F	U+269B	atom symbol
3161.png	om	🕉️	\U0001F549\U0000FE0F	U+1F549	om
3162.png	star of David	✡️	\U00002721\U0000FE0F	U+2721	star of David
3163.png	wheel of dharma	☸️	\U00002638\U0000FE0F	U+2638	wheel of dharma
3164.png	yin yang	☯️	\U0000262F\U0000FE0F	U+262F	yin yang
3165.png	latin cross	✝️	\U0000271D\U0000FE0F	U+271D	latin cross
3166.png	orthodox cross	☦️	\U00002626\U0000FE0F	U+2626	orthodox cross
3167.png	star and crescent	☪️	\U0000262A\U0000FE0F	U+262A	star and crescent
3168.png	peace symbol	☮️	\U0000262E\U0000FE0F	U+262E	peace symbol
3169.png	menorah	🕎️	\U0001F54E\U0000FE0F	U+1F54E	menorah
3170.png	dotted six-pointed star	🔯️	\U0001F52F\U0000FE0F	U+1F52F	dotted six-pointed star
3171.png	Aries	♈️	\U00002648\U0000FE0F	U+2648	Aries
3172.png	Taurus	♉️	\U00002649\U0000FE0F	U+2649	Taurus
3173.png	Gemini	♊️	\U0000264A\U0000FE0F	U+264A	Gemini
3174.png	Cancer	♋️	\U0000264B\U0000FE0F	U+264B	Cancer
3175.png	Leo	♌️	\U0000264C\U0000FE0F	U+264C	Leo
3176.png	Virgo	♍️	\U0000264D\U0000FE0F	U+264D	Virgo
3177.png	Libra	♎️	\U0000264E\U0000FE0F	U+264E	Libra
3178.png	Scorpio	♏️	\U0000264F\U0000FE0F	U+264F	Scorpio
3179.png	Sagittarius	♐️	\U00002650\U0000FE0F	U+2650	Sagittarius
3180.png	Capricorn	♑️	\U00002651\U0000FE0F	U+2651	Capricorn
3181.png	Aquarius	♒️	\U00002652\U0000FE0F	U+2652	Aquarius
3182.png	Pisces	♓️	\U00002653\U0000FE0F	U+2653	Pisces
3183.png	Ophiuchus	⛎️	\U000026CE\U0000FE0F	U+26CE	Ophiuchus
3184.png	shuffle tracks button	🔀️	\U0001F500\U0000FE0F	U+1F500	shuffle tracks button
3185.png	repeat button	🔁️	\U0001F501\U0000FE0F	U+1F501	repeat button
3186.png	repeat single button	🔂️	\U0001F502\U0000FE0F	U+1F502	repeat single button
3187.png	play button	▶️	\U000025B6\U0000FE0F	U+25B6	play button
3188.png	fast-forward button	⏩️	\U000023E9\U0000FE0F	U+23E9	fast-forward button
3189.png	next track button	⏭️	\U000023ED\U0000FE0F	U+23ED	next track button
3190.png	play or pause button	⏯️	\U000023EF\U0000FE0F	U+23EF	play or pause button
3191.png	reverse button	◀️	\U000025C0\U0000FE0F	U+25C0	reverse button
3192.png	fast reverse button	⏪️	\U000023EA\U0000FE0F	U+23EA	fast reverse button
3193.png	last track button	⏮️	\U000023EE\U0000FE0F	U+23EE	last track button
3194.png	upwards button	🔼️	\U0001F53C\U0000FE0F	U+1F53C	upwards button
3195.png	fast up button	⏫️	\U000023EB\U0000FE0F	U+23EB	fast up button
3196.png	downwards button	🔽️	\U0001F53D\U0000FE0F	U+1F53D	downwards button
3197.png	fast down button	⏬️	\U000023EC\U0000FE0F	U+23EC	fast down button
3198.png	pause button	⏸️	\U000023F8\U0000FE0F	U+23F8	pause button
3199.png	stop button	⏹️	\U000023F9\U0000FE0F	U+23F9	stop button
3200.png	record button	⏺️	\U000023FA\U0000FE0F	U+23FA	record button
3201.png	eject button	⏏️	\U000023CF\U0000FE0F	U+23CF	eject button
3202.png	cinema	🎦️	\U0001F3A6\U0000FE0F	U+1F3A6	cinema
3203.png	dim button	🔅️	\U0001F505\U0000FE0F	U+1F505	dim button
3204.png	bright button	🔆️	\U0001F506\U0000FE0F	U+1F506	bright button
3205.png	antenna bars	📶️	\U0001F4F6\U0000FE0F	U+1F4F6	antenna bars
3206.png	vibration mode	📳️	\U0001F4F3\U0000FE0F	U+1F4F3	vibration mode
3207.png	mobile phone off	📴️	\U0001F4F4\U0000FE0F	U+1F4F4	mobile phone off
3208.png	female sign	♀️	\U00002640\U0000FE0F	U+2640	female sign
3209.png	male sign	♂️	\U00002642\U0000FE0F	U+2642	male sign
3210.png	transgender symbol	⚧️	\U000026A7\U0000FE0F	U+26A7	transgender symbol
3211.png	multiply	✖️	\U00002716\U0000FE0F	U+2716	multiply
3212.png	plus	➕️	\U00002795\U0000FE0F	U+2795	plus
3213.png	minus	➖️	\U00002796\U0000FE0F	U+2796	minus
3214.png	divide	➗️	\U00002797\U0000FE0F	U+2797	divide
3215.png	infinity	♾️	\U0000267E\U0000FE0F	U+267E	infinity
3216.png	double exclamation mark	‼️	\U0000203C\U0000FE0F	U+203C	double exclamation mark
3217.png	exclamation question mark	⁉️	\U00002049\U0000FE0F	U+2049	exclamation question mark
3218.png	red question mark	❓️	\U00002753\U0000FE0F	U+2753	red question mark
3219.png	white question mark	❔️	\U00002754\U0000FE0F	U+2754	white question mark
3220.png	white exclamation mark	❕️	\U00002755\U0000FE0F	U+2755	white exclamation mark
3221.png	red exclamation mark	❗️	\U00002757\U0000FE0F	U+2757	red exclamation mark
3222.png	wavy dash	〰️	\U00003030\U0000FE0F	U+3030	wavy dash
3223.png	currency exchange	💱️	\U0001F4B1\U0000FE0F	U+1F4B1	currency exchange
3224.png	heavy dollar sign	💲️	\U0001F4B2\U0000FE0F	U+1F4B2	heavy dollar sign
3225.png	medical symbol	⚕️	\U00002695\U0000FE0F	U+2695	medical symbol
3226.png	recycling symbol	♻️	\U0000267B\U0000FE0F	U+267B	recycling symbol
3227.png	fleur-de-lis	⚜️	\U0000269C\U0000FE0F	U+269C	fleur-de-lis
3228.png	trident emblem	🔱️	\U0001F531\U0000FE0F	U+1F531	trident emblem
3229.png	name badge	📛️	\U0001F4DB\U0000FE0F	U+1F4DB	name badge
3230.png	Japanese symbol for beginner	🔰️	\U0001F530\U0000FE0F	U+1F530	Japanese symbol for beginner
3231.png	hollow red circle	⭕️	\U00002B55\U0000FE0F	U+2B55	hollow red circle
3232.png	check mark button	✅️	\U00002705\U0000FE0F	U+2705	check mark button
3233.png	check box with check	☑️	\U00002611\U0000FE0F	U+2611	check box with check
3234.png	check mark	✔️	\U00002714\U0000FE0F	U+2714	check mark
3235.png	cross mark	❌️	\U0000274C\U0000FE0F	U+274C	cross mark
3236.png	cross mark button	❎️	\U0000274E\U0000FE0F	U+274E	cross mark button
3237.png	curly loop	➰️	\U000027B0\U0000FE0F	U+27B0	curly loop
3238.png	double curly loop	➿️	\U000027BF\U0000FE0F	U+27BF	double curly loop
3239.png	part alternation mark	〽️	\U0000303D\U0000FE0F	U+303D	part alternation mark
3240.png	eight-spoked asterisk	✳️	\U00002733\U0000FE0F	U+2733	eight-spoked asterisk
3241.png	eight-pointed star	✴️	\U00002734\U0000FE0F	U+2734	eight-pointed star
3242.png	sparkle	❇️	\U00002747\U0000FE0F	U+2747	sparkle
3243.png	copyright	©️	\U000000A9\U0000FE0F	U+00A9	copyright
3244.png	registered	®️	\U000000AE\U0000FE0F	U+00AE	registered
3245.png	trade mark	™️	\U00002122\U0000FE0F	U+2122	trade mark
3246.png	keycap: #	#️⃣️	\U00000023\U0000FE0F\U000020E3\U0000FE0F	U+0023 U+FE0F U+20E3	keycap: #
3247.png	keycap: *	*️⃣️	\U0000002A\U0000FE0F\U000020E3\U0000FE0F	U+002A U+FE0F U+20E3	keycap: *
3248.png	keycap: 0	0️⃣️	\U00000030\U0000FE0F\U000020E3\U0000FE0F	U+0030 U+FE0F U+20E3	keycap: 0
3249.png	keycap: 1	1️⃣️	\U00000031\U0000FE0F\U000020E3\U0000FE0F	U+0031 U+FE0F U+20E3	keycap: 1
3250.png	keycap: 2	2️⃣️	\U00000032\U0000FE0F\U000020E3\U0000FE0F	U+0032 U+FE0F U+20E3	keycap: 2
3251.png	keycap: 3	3️⃣️	\U00000033\U0000FE0F\U000020E3\U0000FE0F	U+0033 U+FE0F U+20E3	keycap: 3
3252.png	keycap: 4	4️⃣️	\U00000034\U0000FE0F\U000020E3\U0000FE0F	U+0034 U+FE0F U+20E3	keycap: 4
3253.png	keycap: 5	5️⃣️	\U00000035\U0000FE0F\U000020E3\U0000FE0F	U+0035 U+FE0F U+20E3	keycap: 5
3254.png	keycap: 6	6️⃣️	\U00000036\U0000FE0F\U000020E3\U0000FE0F	U+0036 U+FE0F U+20E3	keycap: 6
3255.png	keycap: 7	7️⃣️	\U00000037\U0000FE0F\U000020E3\U0000FE0F	U+0037 U+FE0F U+20E3	keycap: 7
3256.png	keycap: 8	8️⃣️	\U00000038\U0000FE0F\U000020E3\U0000FE0F	U+0038 U+FE0F U+20E3	keycap: 8
3257.png	keycap: 9	9️⃣️	\U00000039\U0000FE0F\U000020E3\U0000FE0F	U+0039 U+FE0F U+20E3	keycap: 9
3258.png	keycap: 10	🔟️	\U0001F51F\U0000FE0F	U+1F51F	keycap: 10
3259.png	input latin uppercase	🔠️	\U0001F520\U0000FE0F	U+1F520	input latin uppercase
3260.png	input latin lowercase	🔡️	\U0001F521\U0000FE0F	U+1F521	input latin lowercase
3261.png	input numbers	🔢️	\U0001F522\U0000FE0F	U+1F522	input numbers
3262.png	input symbols	🔣️	\U0001F523\U0000FE0F	U+1F523	input symbols
3263.png	input latin letters	🔤️	\U0001F524\U0000FE0F	U+1F524	input latin letters
3264.png	A button (blood type)	🅰️	\U0001F170\U0000FE0F	U+1F170	A button (blood type)
3265.png	AB button (blood type)	🆎️	\U0001F18E\U0000FE0F	U+1F18E	AB button (blood type)
3266.png	B button (blood type)	🅱️	\U0001F171\U0000FE0F	U+1F171	B button (blood type)
3267.png	CL button	🆑️	\U0001F191\U0000FE0F	U+1F191	CL button
3268.png	COOL button	🆒️	\U0001F192\U0000FE0F	U+1F192	COOL button
3269.png	FREE button	🆓️	\U0001F193\U0000FE0F	U+1F193	FREE button
3270.png	information	ℹ️	\U00002139\U0000FE0F	U+2139	information
3271.png	ID button	🆔️	\U0001F194\U0000FE0F	U+1F194	ID button
3272.png	circled M	Ⓜ️	\U000024C2\U0000FE0F	U+24C2	circled M
3273.png	NEW button	🆕️	\U0001F195\U0000FE0F	U+1F195	NEW button
3274.png	NG button	🆖️	\U0001F196\U0000FE0F	U+1F196	NG button
3275.png	O button (blood type)	🅾️	\U0001F17E\U0000FE0F	U+1F17E	O button (blood type)
